,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
458,458,458,458,Venkatesh,2021-06-24,Good product,Met My expectations..,0,5,met my expectations..,met my expectations,met expectations,0,0,0
459,459,459,459,Harendra,2021-03-01,Value for Money,Value for Money,0,4,value for money,value for money,value money,1,1,1
460,460,460,460,balasateesh,2021-03-31,Awesome,"Your browser does not support HTML5 video.
        
  Good product",0,4,"your browser does not support html5 video.
        
  good product","your browser does not support html5 video
        
  good product",browser support html5 video good product,0,0,0
461,461,461,461,Rohit,2021-07-05,Good,Samsung tv is good quality is good but table stand not coming with tv table ata to Or achha hota,0,4,samsung tv is good quality is good but table stand not coming with tv table ata to or achha hota,samsung tv is good quality is good but table stand not coming with tv table ata to or achha hota,samsung tv good quality good table stand coming tv table ata achha hota,1,0,1
462,462,462,462,govind piple,2020-09-18,samsung best,गुड पिक्चर क्वालिटी गुप्त साउंड आई लव सैमसंग प्रोडक्ट,0,4,गुड पिक्चर क्वालिटी गुप्त साउंड आई लव सैमसंग प्रोडक्ट,गुड पिक्चर क्वालिटी गुप्त साउंड आई लव सैमसंग प्रोडक्ट,गुड पिक्चर क्वालिटी गुप्त साउंड आई लव सैमसंग प्रोडक्ट,0,0,0
463,463,463,463,Mahendra,2021-04-21,Excelente product,"Your browser does not support HTML5 video.
        
  Awesome products no need to compare other company products.",0,5,"your browser does not support html5 video.
        
  awesome products no need to compare other company products.","your browser does not support html5 video
        
  awesome products no need to compare other company products",browser support html5 video awesome products need compare company products,0,1,0
464,464,464,464,Nalini,2021-07-06,Nothing,Sound quality,0,4,sound quality,sound quality,sound quality,0,0,0
465,465,465,465,Ram Mohan,2021-01-21,Smart Tv features are all available.But menu not easy to operate.,good picture. Menu bit difficult to handle,0,5,good picture. menu bit difficult to handle,good picture menu bit difficult to handle,good picture menu bit difficult handle,0,0,0
466,466,466,466,Ramchandra Yadav,2020-10-22,Smart tv with excellent features,Smart tv with Excellent features. Only one thing. Samsung delayed it's installation for 2 days.,0,5,smart tv with excellent features. only one thing. samsung delayed it's installation for 2 days.,smart tv with excellent features only one thing samsung delayed its installation for 2 days,smart tv excellent features one thing samsung delayed installation 2 days,1,1,1
467,467,467,467,Rajendra Shah,2020-12-06,nice product,nice product in budget with good features,0,4,nice product in budget with good features,nice product in budget with good features,nice product budget good features,1,1,1
468,468,468,468,Sathya,2021-05-14,Met the expectations,Good product,0,4,good product,good product,good product,1,1,1
469,469,469,469,Anoop,2021-01-05,Good TV,Good TV,0,5,good tv,good tv,good tv,1,1,1
470,470,470,470,Sangik Das,2021-07-09,Features,"Your browser does not support HTML5 video.
        
  Voice quality and picture quality",0,5,"your browser does not support html5 video.
        
  voice quality and picture quality","your browser does not support html5 video
        
  voice quality and picture quality",browser support html5 video voice quality picture quality,0,0,0
471,471,471,471,Mukesh Kumar,2021-08-23,Nice,Google assistant jayda Kam nahi karta bar best h,0,4,google assistant jayda kam nahi karta bar best h,google assistant jayda kam nahi karta bar best h,google assistant jayda kam nahi karta bar best h,0,0,0
472,472,472,472,scsharma,2021-02-23,Like it,Can give no comments within 3 days of use,0,5,can give no comments within 3 days of use,can give no comments within 3 days of use,give comments within 3 days use,0,0,0
473,473,473,473,Amazon Customer,2020-12-14,Samsung is good product I’m satisfied,"Picture quality well, sound quality osm, voice clearance very nice, over all I’m satisfied this product 😍😍😍",0,4,"picture quality well, sound quality osm, voice clearance very nice, over all i’m satisfied this product 😍😍😍",picture quality well sound quality osm voice clearance very nice over all i’m satisfied this product 😍😍😍,picture quality well sound quality osm voice clearance nice i’m satisfied product 😍😍😍,1,1,1
474,474,474,474,ANUJ AGRAWAL,2021-07-06,Nice,Samsung LED tv is fantastic only thing is mission that hotstar &netflix not installed in build,0,4,samsung led tv is fantastic only thing is mission that hotstar &netflix not installed in build,samsung led tv is fantastic only thing is mission that hotstar netflix not installed in build,samsung led tv fantastic thing mission hotstar netflix installed build,1,1,1
475,475,475,475,Npillai,2020-12-06,Good,Everything was as per the order,1,5,everything was as per the order,everything was as per the order,everything per order,0,0,0
476,476,476,476,SK,2021-07-04,Value for money,Picture light dullOther wise smart future settings great,0,4,picture light dullother wise smart future settings great,picture light dullother wise smart future settings great,picture light dullother wise smart future settings great,1,1,1
477,477,477,477,jayapal,2021-04-16,Ok,Ok good,0,5,ok good,ok good,ok good,0,0,0
478,478,478,478,NITIN,2021-04-06,Product info,It's a good product in low pricesound is quilty is goodpitcher quality is awesome,0,4,it's a good product in low pricesound is quilty is goodpitcher quality is awesome,its a good product in low pricesound is quilty is goodpitcher quality is awesome,good product low pricesound quilty goodpitcher quality awesome,1,1,1
479,479,479,479,Amazon Customer,2020-11-26,I love Amazon,Very Good Product.Nice pictureNice soundEverything is good,0,5,very good product.nice picturenice soundeverything is good,very good productnice picturenice soundeverything is good,good productnice picturenice soundeverything good,1,1,1
480,480,480,480,Nasir khan,2021-01-25,Fantastic,Very nice product. Thanx samsung and flip cart,0,5,very nice product. thanx samsung and flip cart,very nice product thanx samsung and flip cart,nice product thanx samsung flip cart,0,1,0
481,481,481,481,RejuKoshy Alex,2021-08-09,Nice smart television for medium range. Samsung picture quality is unbeatable. Sleek and light.,Pros: Great tv for the price.Cons: Does not come with a stand.,0,5,pros: great tv for the price.cons: does not come with a stand.,pros great tv for the pricecons does not come with a stand,pros great tv pricecons come stand,1,1,1
482,482,482,482,Akshay,2021-03-26,Budget tv,Nice user-friendly,1,5,nice user-friendly,nice userfriendly,nice userfriendly,1,1,1
483,483,483,483,Gopal,2020-09-27,Very nice,Samsung led tv Nice oneSound quality superPicture quality superButget tvCompatible our home.,0,5,samsung led tv nice onesound quality superpicture quality superbutget tvcompatible our home.,samsung led tv nice onesound quality superpicture quality superbutget tvcompatible our home,samsung led tv nice onesound quality superpicture quality superbutget tvcompatible home,1,1,1
484,484,484,484,Vikas,2021-05-07,Buy your own risk,Good to buy still is working condition,0,5,good to buy still is working condition,good to buy still is working condition,good buy still working condition,1,1,1
485,485,485,485,zubair akram,2021-02-07,Nice,All good,0,4,all good,all good,good,1,1,1
486,486,486,486,Sujith,2021-03-23,Best 32 inch smart tv.,"Good picture clarity, good sound quality, great voice recognition.",0,4,"good picture clarity, good sound quality, great voice recognition.",good picture clarity good sound quality great voice recognition,good picture clarity good sound quality great voice recognition,1,1,1
487,487,487,487,Subodh,2021-07-11,Good product in budget,Very nice product with trusted brand.,0,5,very nice product with trusted brand.,very nice product with trusted brand,nice product trusted brand,1,1,1
488,488,488,488,Balaji Sethuraman,2020-11-28,Nice,Nice product,0,5,nice product,nice product,nice product,1,1,1
489,489,489,489,K Velu,2021-08-15,Good TV with built in smart facility.,Picture quality is good.,0,5,picture quality is good.,picture quality is good,picture quality good,1,1,1
490,490,490,490,Ishan,2021-08-21,Cool and soothing,"This is a  good one ,  cool &  soothing  with all  clarity. Seems to  work  well.",0,4,"this is a  good one ,  cool &  soothing  with all  clarity. seems to  work  well.",this is a  good one   cool   soothing  with all  clarity seems to  work  well,good one cool soothing clarity seems work well,1,1,1
