,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
430,430,430,430,Ananthan,2020-01-13,Worst experience,"Purchased on 18.12 regularly having problems and notifications are an issuing. They do not have any service outlet here. Initially they accepted the problem and gave a replacement end of December which worked only for couple of days and later same issue. Now they claim they have comparability issue with android os and requested to approach the dealer for refund or exchange as replacement will have same issues. Now I am at the mercy of the dealer who is giving excuses. New waste your money on this product you
",1,1,"purchased on 18.12 regularly having problems and notifications are an issuing. they do not have any service outlet here. initially they accepted the problem and gave a replacement end of december which worked only for couple of days and later same issue. now they claim they have comparability issue with android os and requested to approach the dealer for refund or exchange as replacement will have same issues. now i am at the mercy of the dealer who is giving excuses. new waste your money on this product you
","purchased on 1812 regularly having problems and notifications are an issuing they do not have any service outlet here initially they accepted the problem and gave a replacement end of december which worked only for couple of days and later same issue now they claim they have comparability issue with android os and requested to approach the dealer for refund or exchange as replacement will have same issues now i am at the mercy of the dealer who is giving excuses new waste your money on this product you
",purchased 1812 regularly problems notifications issuing service outlet initially accepted problem gave replacement end december worked couple days later issue claim comparability issue android os requested approach dealer refund exchange replacement issues mercy dealer giving excuses new waste money product,0,0,0
431,431,431,431,Gagan Walia,2019-12-25,No repair replacement after warranty,"Have had and like the fitbit. I have owned several of their devices in the past. I have had them all fail at about 12-18 months for whatever reason.  My Charge 2 failed at about 16 months. No reason -- no abuse -- just stopped charging. Not worth it.  For a device that you become dependent on -- it should last longer than this considering the price. And to top it they dont have any repair facilities, if your device malfunctions after the warranty period, you r expected to throw it away. Buyer beware.
",1,1,"have had and like the fitbit. i have owned several of their devices in the past. i have had them all fail at about 12-18 months for whatever reason.  my charge 2 failed at about 16 months. no reason -- no abuse -- just stopped charging. not worth it.  for a device that you become dependent on -- it should last longer than this considering the price. and to top it they dont have any repair facilities, if your device malfunctions after the warranty period, you r expected to throw it away. buyer beware.
","have had and like the fitbit i have owned several of their devices in the past i have had them all fail at about 1218 months for whatever reason  my charge 2 failed at about 16 months no reason  no abuse  just stopped charging not worth it  for a device that you become dependent on  it should last longer than this considering the price and to top it they dont have any repair facilities if your device malfunctions after the warranty period you r expected to throw it away buyer beware
",like fitbit owned several devices past fail 1218 months whatever reason charge 2 failed 16 months reason abuse stopped charging worth device become dependent last longer considering price top dont repair facilities device malfunctions warranty period r expected throw away buyer beware,0,0,0
432,432,432,432,Krishna,2020-11-05,Buying Fitbit is big disappointment!!!!,"You must have heard about fitbit band watch versa etc.BUTAre u aware of fitbit service center ?Okay google it now !Its use and throw device with warranty support limited to 1 year only. After that it goes in the dustbin!OtherwiseDevice is okayBuild quality is okayTracking accuracy is also okayValue for money is not okay!
",0,1,"you must have heard about fitbit band watch versa etc.butare u aware of fitbit service center ?okay google it now !its use and throw device with warranty support limited to 1 year only. after that it goes in the dustbin!otherwisedevice is okaybuild quality is okaytracking accuracy is also okayvalue for money is not okay!
","you must have heard about fitbit band watch versa etcbutare u aware of fitbit service center okay google it now its use and throw device with warranty support limited to 1 year only after that it goes in the dustbinotherwisedevice is okaybuild quality is okaytracking accuracy is also okayvalue for money is not okay
",must heard fitbit band watch versa etcbutare u aware fitbit service center okay google use throw device warranty support limited 1 year goes dustbinotherwisedevice okaybuild quality okaytracking accuracy also okayvalue money okay,0,0,0
433,433,433,433,Vijay Maharabhushanam,2019-12-31,Crap Product and Notification issues,"This product is crap and they didnt do basic test for the most used phone in the regions they sell. Xiaomi Redmi are not the most used phones in India and China and notifications doesnt work in this phone. It looks premium but most of the features you cannot use it (e.g. you need to buy spotify premium to use it), pay wallets are not compatible to India. If you want just for fitness tracker please go for Mi band watches for <3K you get amazing features.
",1,1,"this product is crap and they didnt do basic test for the most used phone in the regions they sell. xiaomi redmi are not the most used phones in india and china and notifications doesnt work in this phone. it looks premium but most of the features you cannot use it (e.g. you need to buy spotify premium to use it), pay wallets are not compatible to india. if you want just for fitness tracker please go for mi band watches for <3k you get amazing features.
","this product is crap and they didnt do basic test for the most used phone in the regions they sell xiaomi redmi are not the most used phones in india and china and notifications doesnt work in this phone it looks premium but most of the features you cannot use it eg you need to buy spotify premium to use it pay wallets are not compatible to india if you want just for fitness tracker please go for mi band watches for 3k you get amazing features
",product crap didnt basic test used phone regions sell xiaomi redmi used phones india china notifications doesnt work phone looks premium features cannot use eg need buy spotify premium use pay wallets compatible india want fitness tracker please go mi band watches 3k get amazing features,0,0,0
434,434,434,434,rohini,2020-08-13,Lousy product dont buy ever,"Guys, i have the same issue and when i contacted customer service after trying all the mentioned workarounds, they replied saying the watch is out of the 1 year warranty, tough luck! You know, i am really upset at this point since this is my second fitbit and both have had severe reliability issues. The first one broke a strap and guess what, you cant replace the strap since the device is part of the strap, talk of a good design. I was stupid to trust this **ahem** product again and buy a blaze this time. After spending close to 210$, and within precisely 1.5 years it stopped charging! First it broke a strap again. I bought a new strap. THen i suspected the charger, bought a new charger! None of those are the issues, the design is extremely poor and not at all worth the cost. I am an IC designer myself and i think these guys just make sure the circuits run past the 1 year reliability point because after that they arent responsible anymore. There are prdoucts available for 1/7 the cost and work more reliably. Please dont ever buy a fitbit product again, its lousy!
",0,1,"guys, i have the same issue and when i contacted customer service after trying all the mentioned workarounds, they replied saying the watch is out of the 1 year warranty, tough luck! you know, i am really upset at this point since this is my second fitbit and both have had severe reliability issues. the first one broke a strap and guess what, you cant replace the strap since the device is part of the strap, talk of a good design. i was stupid to trust this **ahem** product again and buy a blaze this time. after spending close to 210$, and within precisely 1.5 years it stopped charging! first it broke a strap again. i bought a new strap. then i suspected the charger, bought a new charger! none of those are the issues, the design is extremely poor and not at all worth the cost. i am an ic designer myself and i think these guys just make sure the circuits run past the 1 year reliability point because after that they arent responsible anymore. there are prdoucts available for 1/7 the cost and work more reliably. please dont ever buy a fitbit product again, its lousy!
","guys i have the same issue and when i contacted customer service after trying all the mentioned workarounds they replied saying the watch is out of the 1 year warranty tough luck you know i am really upset at this point since this is my second fitbit and both have had severe reliability issues the first one broke a strap and guess what you cant replace the strap since the device is part of the strap talk of a good design i was stupid to trust this ahem product again and buy a blaze this time after spending close to 210 and within precisely 15 years it stopped charging first it broke a strap again i bought a new strap then i suspected the charger bought a new charger none of those are the issues the design is extremely poor and not at all worth the cost i am an ic designer myself and i think these guys just make sure the circuits run past the 1 year reliability point because after that they arent responsible anymore there are prdoucts available for 17 the cost and work more reliably please dont ever buy a fitbit product again its lousy
",guys issue contacted customer service trying mentioned workarounds replied saying watch 1 year warranty tough luck know really upset point since second fitbit severe reliability issues first one broke strap guess cant replace strap since device part strap talk good design stupid trust ahem product buy blaze time spending close 210 within precisely 15 years stopped charging first broke strap bought new strap suspected charger bought new charger none issues design extremely poor worth cost ic designer think guys make sure circuits run past 1 year reliability point arent responsible anymore prdoucts available 17 cost work reliably please dont ever buy fitbit product lousy,0,0,0
435,435,435,435,Chirag Atara,2021-04-23,Bye bye Fitbit,"After a month it starts give error with respect toHeart and Sleep data measurement. Most annoying part was Fitbit Customer Service kept sending list of documents to me to find out the possible solution. And when nothing worked, they simply said that Sleep data capturing and  accuracy is not guaranteed and nothing can be done. That's disgusting. You could have said that in first interaction instead of wasting my time. More importantly why don't you put that on the box or product brochure. WE DONT GUARANTEE DATA CAPTURING.
",0,1,"after a month it starts give error with respect toheart and sleep data measurement. most annoying part was fitbit customer service kept sending list of documents to me to find out the possible solution. and when nothing worked, they simply said that sleep data capturing and  accuracy is not guaranteed and nothing can be done. that's disgusting. you could have said that in first interaction instead of wasting my time. more importantly why don't you put that on the box or product brochure. we dont guarantee data capturing.
","after a month it starts give error with respect toheart and sleep data measurement most annoying part was fitbit customer service kept sending list of documents to me to find out the possible solution and when nothing worked they simply said that sleep data capturing and  accuracy is not guaranteed and nothing can be done thats disgusting you could have said that in first interaction instead of wasting my time more importantly why dont you put that on the box or product brochure we dont guarantee data capturing
",month starts give error respect toheart sleep data measurement annoying part fitbit customer service kept sending list documents find possible solution nothing worked simply said sleep data capturing accuracy guaranteed nothing done thats disgusting could said first interaction instead wasting time importantly dont put box product brochure dont guarantee data capturing,0,0,0
436,436,436,436,Hitesh Arora,2020-11-23,Strictly stay away from Fitbit,"I bought my fitbit versa from an offline Helios store. Initiative worked fine, but after a year it suddenly went dead. The battery stopped charging. I thought it’s just a minor glitch and visited the store from where I bought it.Now real struggle begins. I was told to connect online for support from Fitbit as they can’t repair it or provide me support.I contacted Fitbit online, sent them mails, did all troubleshooting, but my watch was not getting started. I was told that since it’s more than just one year, it’s out of replacement period and can’t be replaced.I told them just replace the battery and take charge for it. But then they don’t have ANY OFFLINE PERSON IN INDIA WHO CAN JUST CHANGE THE BATTERY????So bottom line is IF ANY THING HAPPENS AFTER ONE YEAR JUST THROW YOUR FITBIT WATCH IN DISTBIN.
",0,1,"i bought my fitbit versa from an offline helios store. initiative worked fine, but after a year it suddenly went dead. the battery stopped charging. i thought it’s just a minor glitch and visited the store from where i bought it.now real struggle begins. i was told to connect online for support from fitbit as they can’t repair it or provide me support.i contacted fitbit online, sent them mails, did all troubleshooting, but my watch was not getting started. i was told that since it’s more than just one year, it’s out of replacement period and can’t be replaced.i told them just replace the battery and take charge for it. but then they don’t have any offline person in india who can just change the battery????so bottom line is if any thing happens after one year just throw your fitbit watch in distbin.
","i bought my fitbit versa from an offline helios store initiative worked fine but after a year it suddenly went dead the battery stopped charging i thought it’s just a minor glitch and visited the store from where i bought itnow real struggle begins i was told to connect online for support from fitbit as they can’t repair it or provide me supporti contacted fitbit online sent them mails did all troubleshooting but my watch was not getting started i was told that since it’s more than just one year it’s out of replacement period and can’t be replacedi told them just replace the battery and take charge for it but then they don’t have any offline person in india who can just change the batteryso bottom line is if any thing happens after one year just throw your fitbit watch in distbin
",bought fitbit versa offline helios store initiative worked fine year suddenly went dead battery stopped charging thought it’s minor glitch visited store bought itnow real struggle begins told connect online support fitbit can’t repair provide supporti contacted fitbit online sent mails troubleshooting watch getting started told since it’s one year it’s replacement period can’t replacedi told replace battery take charge don’t offline person india change batteryso bottom line thing happens one year throw fitbit watch distbin,0,0,0
437,437,437,437,Saranya,2020-06-04,Waste of money doesn’t last a day after a year,"One of the worst investments I have done more than 500$ spent - they don’t last for more than a year - also if your buying an older version Fitbit - trust me once you update the software - your Fitbit is gone - the Fitbit charge bands last for 9 months - ensure you claim on warrantly by then else even a day after they say not happening .Spending 7k to 22k on Fitbit and they have no service center - fast track which is 2k works better atleast it doesn’t pinch you when it stops working after a yearTopping all I have mails from Fitbit that they have still been working on the Fitbit complete dead issue from 7 years . Kudos for this .
",0,1,"one of the worst investments i have done more than 500$ spent - they don’t last for more than a year - also if your buying an older version fitbit - trust me once you update the software - your fitbit is gone - the fitbit charge bands last for 9 months - ensure you claim on warrantly by then else even a day after they say not happening .spending 7k to 22k on fitbit and they have no service center - fast track which is 2k works better atleast it doesn’t pinch you when it stops working after a yeartopping all i have mails from fitbit that they have still been working on the fitbit complete dead issue from 7 years . kudos for this .
","one of the worst investments i have done more than 500 spent  they don’t last for more than a year  also if your buying an older version fitbit  trust me once you update the software  your fitbit is gone  the fitbit charge bands last for 9 months  ensure you claim on warrantly by then else even a day after they say not happening spending 7k to 22k on fitbit and they have no service center  fast track which is 2k works better atleast it doesn’t pinch you when it stops working after a yeartopping all i have mails from fitbit that they have still been working on the fitbit complete dead issue from 7 years  kudos for this 
",one worst investments done 500 spent don’t last year also buying older version fitbit trust update software fitbit gone fitbit charge bands last 9 months ensure claim warrantly else even day say happening spending 7k 22k fitbit service center fast track 2k works better atleast doesn’t pinch stops working yeartopping mails fitbit still working fitbit complete dead issue 7 years kudos,0,0,0
438,438,438,438,Kunal,2021-02-01,Purchased from Singapore- wasted in an year,"Its better to donate money to a poor than purchase Fitbit with it. It doesnt have any repair centre in the world n the watch will stop functioning after just one year i.e. exactly after international warranty. So never buy from them. N on the pretext of COVID, they shall stop replying
",0,1,"its better to donate money to a poor than purchase fitbit with it. it doesnt have any repair centre in the world n the watch will stop functioning after just one year i.e. exactly after international warranty. so never buy from them. n on the pretext of covid, they shall stop replying
","its better to donate money to a poor than purchase fitbit with it it doesnt have any repair centre in the world n the watch will stop functioning after just one year ie exactly after international warranty so never buy from them n on the pretext of covid they shall stop replying
",better donate money poor purchase fitbit doesnt repair centre world n watch stop functioning one year ie exactly international warranty never buy n pretext covid shall stop replying,0,0,0
439,439,439,439,Sameep Monga,2020-10-20,No Service Centres,"Guys, there are no service centers of Fitbit. A very first time, I did Factory Reset and unfortunately after 13 months, it never started up. There is some manufacturing defect with Fitbit. You may check their reviews also, a lot of users stuck just because of this. It stops syncing and when someone resets, it stops working and if you are unlucky, doing it after 1 year of warranty, it is just a paper weight and nothing else. They do not even repair it with paid service.
",1,1,"guys, there are no service centers of fitbit. a very first time, i did factory reset and unfortunately after 13 months, it never started up. there is some manufacturing defect with fitbit. you may check their reviews also, a lot of users stuck just because of this. it stops syncing and when someone resets, it stops working and if you are unlucky, doing it after 1 year of warranty, it is just a paper weight and nothing else. they do not even repair it with paid service.
","guys there are no service centers of fitbit a very first time i did factory reset and unfortunately after 13 months it never started up there is some manufacturing defect with fitbit you may check their reviews also a lot of users stuck just because of this it stops syncing and when someone resets it stops working and if you are unlucky doing it after 1 year of warranty it is just a paper weight and nothing else they do not even repair it with paid service
",guys service centers fitbit first time factory reset unfortunately 13 months never started manufacturing defect fitbit may check reviews also lot users stuck stops syncing someone resets stops working unlucky 1 year warranty paper weight nothing else even repair paid service,0,0,0
440,440,440,440,Amit,2020-11-18,App is utter garbage.,"I have been trying for the last 2 hours to set up the app. First it said i need to download the app to connect fitbit to bluetooth. I downloaded the app still it is not connecting. I made an account and tried to setup my fitbit. It said that android 7+ is required , i have 10. Then it said that my phone is not compatible. I checked the list and my phone was compatible. Overall complete garbage app. The watch has not even started yet. First day and after trying for 2 , 2.5 hours , i say that it is trash , complete trash product. Instead go for garmin , apple , galaxy watch and other better brands.
",0,1,"i have been trying for the last 2 hours to set up the app. first it said i need to download the app to connect fitbit to bluetooth. i downloaded the app still it is not connecting. i made an account and tried to setup my fitbit. it said that android 7+ is required , i have 10. then it said that my phone is not compatible. i checked the list and my phone was compatible. overall complete garbage app. the watch has not even started yet. first day and after trying for 2 , 2.5 hours , i say that it is trash , complete trash product. instead go for garmin , apple , galaxy watch and other better brands.
","i have been trying for the last 2 hours to set up the app first it said i need to download the app to connect fitbit to bluetooth i downloaded the app still it is not connecting i made an account and tried to setup my fitbit it said that android 7 is required  i have 10 then it said that my phone is not compatible i checked the list and my phone was compatible overall complete garbage app the watch has not even started yet first day and after trying for 2  25 hours  i say that it is trash  complete trash product instead go for garmin  apple  galaxy watch and other better brands
",trying last 2 hours set app first said need download app connect fitbit bluetooth downloaded app still connecting made account tried setup fitbit said android 7 required 10 said phone compatible checked list phone compatible overall complete garbage app watch even started yet first day trying 2 25 hours say trash complete trash product instead go garmin apple galaxy watch better brands,0,0,0
441,441,441,441,vijay,2020-08-20,"Worst strap received in the box ever,  won't purchase any fit bit again","the strap is absolutely worst,  in the box I received 2 starps, first I fixed and use the small one, it was broken the quality is absolutely zero, so I replaced the second one which big, with in 3 months again broken. (Initially cracked develops then broke) Purchased for 19000 but not even provided good quality of strap,  after I purchased one good quality strap for extra 700 rupess, now its good.
",0,2,"the strap is absolutely worst,  in the box i received 2 starps, first i fixed and use the small one, it was broken the quality is absolutely zero, so i replaced the second one which big, with in 3 months again broken. (initially cracked develops then broke) purchased for 19000 but not even provided good quality of strap,  after i purchased one good quality strap for extra 700 rupess, now its good.
","the strap is absolutely worst  in the box i received 2 starps first i fixed and use the small one it was broken the quality is absolutely zero so i replaced the second one which big with in 3 months again broken initially cracked develops then broke purchased for 19000 but not even provided good quality of strap  after i purchased one good quality strap for extra 700 rupess now its good
",strap absolutely worst box received 2 starps first fixed use small one broken quality absolutely zero replaced second one big 3 months broken initially cracked develops broke purchased 19000 even provided good quality strap purchased one good quality strap extra 700 rupess good,0,0,0
442,442,442,442,Nitin Kapoor,2021-10-03,All things good ..BUT,"The hardware reliability is low… the watch will not last more than 2 years… this is my 3rd and LAST FITBIT… I have to be stupid to spend more money after 3 watches have died and have heard the same from friends and family
",0,1,"the hardware reliability is low… the watch will not last more than 2 years… this is my 3rd and last fitbit… i have to be stupid to spend more money after 3 watches have died and have heard the same from friends and family
","the hardware reliability is low… the watch will not last more than 2 years… this is my 3rd and last fitbit… i have to be stupid to spend more money after 3 watches have died and have heard the same from friends and family
",hardware reliability low… watch last 2 years… 3rd last fitbit… stupid spend money 3 watches died heard friends family,0,0,0
443,443,443,443,Nidhi Malik,2020-06-22,Didnt work. Never got switched on!,"I received the product this morning, and apparently it doesnt work. It doesnt switch on!I charged it continuously for 6hours. Searched google and fitbit for all possible answers and ways to fix the issue. Wondering if i have done something wrong or the product is faulty, nothing worked. Plus i noticed a few scratches on the back of the watch, near the charging surface.. so i didnt risk more, and packed thr product and filed return immediately. Really disappointed. Was supposed to be a surprise for my father, completely ruined. I hope the issue is solved and i am refunded.
",0,1,"i received the product this morning, and apparently it doesnt work. it doesnt switch on!i charged it continuously for 6hours. searched google and fitbit for all possible answers and ways to fix the issue. wondering if i have done something wrong or the product is faulty, nothing worked. plus i noticed a few scratches on the back of the watch, near the charging surface.. so i didnt risk more, and packed thr product and filed return immediately. really disappointed. was supposed to be a surprise for my father, completely ruined. i hope the issue is solved and i am refunded.
","i received the product this morning and apparently it doesnt work it doesnt switch oni charged it continuously for 6hours searched google and fitbit for all possible answers and ways to fix the issue wondering if i have done something wrong or the product is faulty nothing worked plus i noticed a few scratches on the back of the watch near the charging surface so i didnt risk more and packed thr product and filed return immediately really disappointed was supposed to be a surprise for my father completely ruined i hope the issue is solved and i am refunded
",received product morning apparently doesnt work doesnt switch oni charged continuously 6hours searched google fitbit possible answers ways fix issue wondering done something wrong product faulty nothing worked plus noticed scratches back watch near charging surface didnt risk packed thr product filed return immediately really disappointed supposed surprise father completely ruined hope issue solved refunded,0,0,0
444,444,444,444,Rashmi Kukal,2021-05-30,Not recommended,"Watch is good in terms of accuracy and great when it comes to looks, does whatever it is supposed to. But ...it can stop working anytime.After a year the watch fails to pick up charge, it's blacked out and customer care can't figure out the solution. I had to trash my 20k + watch as it cannot be repaired, I have read similar reviews from other Fitbit users. It's garbage if it stops working post warrantee period.
",0,1,"watch is good in terms of accuracy and great when it comes to looks, does whatever it is supposed to. but ...it can stop working anytime.after a year the watch fails to pick up charge, it's blacked out and customer care can't figure out the solution. i had to trash my 20k + watch as it cannot be repaired, i have read similar reviews from other fitbit users. it's garbage if it stops working post warrantee period.
","watch is good in terms of accuracy and great when it comes to looks does whatever it is supposed to but it can stop working anytimeafter a year the watch fails to pick up charge its blacked out and customer care cant figure out the solution i had to trash my 20k  watch as it cannot be repaired i have read similar reviews from other fitbit users its garbage if it stops working post warrantee period
",watch good terms accuracy great comes looks whatever supposed stop working anytimeafter year watch fails pick charge blacked customer care cant figure solution trash 20k watch cannot repaired read similar reviews fitbit users garbage stops working post warrantee period,0,0,0
445,445,445,445,MRIDUL CHONA,2020-03-19,A perfect fitness tracker.....,"You cant get a better fitness watch. Only focused on fitness tracking unlike other smartwatches who are so much into other stuff that they tend to ignore basic function of a fitness watch...Sleep tracking is awesome with stage wise data... I bought it for tracking my sleep only...If you want a full multimedia watch, go for iwatch with eyes closed. ..
",0,5,"you cant get a better fitness watch. only focused on fitness tracking unlike other smartwatches who are so much into other stuff that they tend to ignore basic function of a fitness watch...sleep tracking is awesome with stage wise data... i bought it for tracking my sleep only...if you want a full multimedia watch, go for iwatch with eyes closed. ..
","you cant get a better fitness watch only focused on fitness tracking unlike other smartwatches who are so much into other stuff that they tend to ignore basic function of a fitness watchsleep tracking is awesome with stage wise data i bought it for tracking my sleep onlyif you want a full multimedia watch go for iwatch with eyes closed 
",cant get better fitness watch focused fitness tracking unlike smartwatches much stuff tend ignore basic function fitness watchsleep tracking awesome stage wise data bought tracking sleep onlyif want full multimedia watch go iwatch eyes closed,1,1,1
446,446,446,446,Saurabh Chakravarty,2021-06-28,Never wasted money so bad like wasted on these.,"Purchased 2 watches one for my wife and one for myself. Both didn’t last for even a year.For warranty.. there’s no number to call, it’s just a mail id.Rs.32,000 wasted for watches made up of crap.
",1,1,"purchased 2 watches one for my wife and one for myself. both didn’t last for even a year.for warranty.. there’s no number to call, it’s just a mail id.rs.32,000 wasted for watches made up of crap.
","purchased 2 watches one for my wife and one for myself both didn’t last for even a yearfor warranty there’s no number to call it’s just a mail idrs32000 wasted for watches made up of crap
",purchased 2 watches one wife one didn’t last even yearfor warranty there’s number call it’s mail idrs32000 wasted watches made crap,0,0,0
447,447,447,447,VG,2019-12-11,Waste of money,"Waste of money. It can only attend calls but since it has microphone and not speaker we cant talk. The company should disclose full features before selling. The feature this watch offers can be found in other smart watches of lower ranges. Disappointed. Liable to be reported to consumer forum.
",1,1,"waste of money. it can only attend calls but since it has microphone and not speaker we cant talk. the company should disclose full features before selling. the feature this watch offers can be found in other smart watches of lower ranges. disappointed. liable to be reported to consumer forum.
","waste of money it can only attend calls but since it has microphone and not speaker we cant talk the company should disclose full features before selling the feature this watch offers can be found in other smart watches of lower ranges disappointed liable to be reported to consumer forum
",waste money attend calls since microphone speaker cant talk company disclose full features selling feature watch offers found smart watches lower ranges disappointed liable reported consumer forum,0,0,0
448,448,448,448,vishal S,2021-09-20,Good quality and worst features and tech,"Not worth the money.!!Pros:1. Great quality2. Good interactive app and featuresWish I could write moreCons:1. Notification do not come on the watch. There's always an issue with the app and watch sync2. Steps counting are wrong sometimes3. Exercise modes doesn't work well4. Alarms doesn't work5. Loaded with features but doesn't work!
",1,3,"not worth the money.!!pros:1. great quality2. good interactive app and featureswish i could write morecons:1. notification do not come on the watch. there's always an issue with the app and watch sync2. steps counting are wrong sometimes3. exercise modes doesn't work well4. alarms doesn't work5. loaded with features but doesn't work!
","not worth the moneypros1 great quality2 good interactive app and featureswish i could write morecons1 notification do not come on the watch theres always an issue with the app and watch sync2 steps counting are wrong sometimes3 exercise modes doesnt work well4 alarms doesnt work5 loaded with features but doesnt work
",worth moneypros1 great quality2 good interactive app featureswish could write morecons1 notification come watch theres always issue app watch sync2 steps counting wrong sometimes3 exercise modes doesnt work well4 alarms doesnt work5 loaded features doesnt work,0,0,0
449,449,449,449,Rakesh P Gopal,2020-09-15,Low Quality Watch,"The watch is one of the least durable watches I have owned. The paint is coming off and the strap is breaking within few months of usage. The software is also cheap, low quality and uninspired.
",1,1,"the watch is one of the least durable watches i have owned. the paint is coming off and the strap is breaking within few months of usage. the software is also cheap, low quality and uninspired.
","the watch is one of the least durable watches i have owned the paint is coming off and the strap is breaking within few months of usage the software is also cheap low quality and uninspired
",watch one least durable watches owned paint coming strap breaking within months usage software also cheap low quality uninspired,0,0,0
450,450,450,450,Ritesh,2021-08-05,Waste of money,"Its a fancy looking watch to wear. Its measurements are not at all nearly accurate and its mobile app is the worst app that i have ever come across. It WILL test your patience. Better to go for an android watch.
",0,1,"its a fancy looking watch to wear. its measurements are not at all nearly accurate and its mobile app is the worst app that i have ever come across. it will test your patience. better to go for an android watch.
","its a fancy looking watch to wear its measurements are not at all nearly accurate and its mobile app is the worst app that i have ever come across it will test your patience better to go for an android watch
",fancy looking watch wear measurements nearly accurate mobile app worst app ever come across test patience better go android watch,0,0,0
451,451,451,451,gaurav,2020-09-07,Poor product ..don't buy,"Very poor product ..doesn't even start properly after hours of charging ..poor display and battery life.. no accuracy in data provided for heart rate etc
",1,1,"very poor product ..doesn't even start properly after hours of charging ..poor display and battery life.. no accuracy in data provided for heart rate etc
","very poor product doesnt even start properly after hours of charging poor display and battery life no accuracy in data provided for heart rate etc
",poor product doesnt even start properly hours charging poor display battery life accuracy data provided heart rate etc,0,0,0
452,452,452,452,ANIL,2020-11-24,THIS PRODUCT WILL NOT SYNC WITH ANDROID PHONES PROPERLY,"THIS product has big syncing problems. if you contact customer care they tell with certain phones only it will sync the are mentioned in their site. so before purchasing please check whether your phone will sync or not. overall good looking product but inferior in operation. please don't waste money don't buy. it will not sync.
",0,1,"this product has big syncing problems. if you contact customer care they tell with certain phones only it will sync the are mentioned in their site. so before purchasing please check whether your phone will sync or not. overall good looking product but inferior in operation. please don't waste money don't buy. it will not sync.
","this product has big syncing problems if you contact customer care they tell with certain phones only it will sync the are mentioned in their site so before purchasing please check whether your phone will sync or not overall good looking product but inferior in operation please dont waste money dont buy it will not sync
",product big syncing problems contact customer care tell certain phones sync mentioned site purchasing please check whether phone sync overall good looking product inferior operation please dont waste money dont buy sync,0,0,0
453,453,453,453,Sachiin Junghare ,2019-12-08,Constly in India....more money not so much value,"I purchased it in Australia which is 8k cheaper than it is sold in India. You can go for a non-branded device with the similar features. I posted this review in a hope to help the middle class buyers (same as me) to save their money on irrelevant pricing.
",0,5,"i purchased it in australia which is 8k cheaper than it is sold in india. you can go for a non-branded device with the similar features. i posted this review in a hope to help the middle class buyers (same as me) to save their money on irrelevant pricing.
","i purchased it in australia which is 8k cheaper than it is sold in india you can go for a nonbranded device with the similar features i posted this review in a hope to help the middle class buyers same as me to save their money on irrelevant pricing
",purchased australia 8k cheaper sold india go nonbranded device similar features posted review hope help middle class buyers save money irrelevant pricing,0,0,0
454,454,454,454,indrajit sarma,2021-02-18,"Google ""versa wont start, black screen , after factory reset, etc""","Google ""versa wont start, black screen , after factory reset, etc"". And after reading all the reviews and complaints, if you still want to go ahead with these products, then you must be having a lot of money to waste!
",1,1,"google ""versa wont start, black screen , after factory reset, etc"". and after reading all the reviews and complaints, if you still want to go ahead with these products, then you must be having a lot of money to waste!
","google versa wont start black screen  after factory reset etc and after reading all the reviews and complaints if you still want to go ahead with these products then you must be having a lot of money to waste
",google versa wont start black screen factory reset etc reading reviews complaints still want go ahead products must lot money waste,0,0,0
455,455,455,455,Sanjith,2019-12-07,Good one with nice look and features - Fitbit Versa 2,"This is my first smart watch , which is not disappointing, 5 days charge for a normal use and if you are always connected via bluetooth means it may reduce to 3-4 daysFeatures are good , look is also goodGot it for 168 € on Black friday sale.
",0,4,"this is my first smart watch , which is not disappointing, 5 days charge for a normal use and if you are always connected via bluetooth means it may reduce to 3-4 daysfeatures are good , look is also goodgot it for 168 € on black friday sale.
","this is my first smart watch  which is not disappointing 5 days charge for a normal use and if you are always connected via bluetooth means it may reduce to 34 daysfeatures are good  look is also goodgot it for 168 € on black friday sale
",first smart watch disappointing 5 days charge normal use always connected via bluetooth means may reduce 34 daysfeatures good look also goodgot 168 € black friday sale,0,0,0
456,456,456,456,dr chittaranjan nayak,2020-11-06,Dead product,"It dead out of the Box... Not signs of life not responding presssing left keyyyyyyyy.No HR BP saturationNot respiratory movement putting on ventilatorI mean even Not charging..... Any body....Faceed such problem... Very disheartening... Amazon India  sorrry.... Diwali ka Diwala nikal diya....
",0,1,"it dead out of the box... not signs of life not responding presssing left keyyyyyyyy.no hr bp saturationnot respiratory movement putting on ventilatori mean even not charging..... any body....faceed such problem... very disheartening... amazon india  sorrry.... diwali ka diwala nikal diya....
","it dead out of the box not signs of life not responding presssing left keyyyyyyyyno hr bp saturationnot respiratory movement putting on ventilatori mean even not charging any bodyfaceed such problem very disheartening amazon india  sorrry diwali ka diwala nikal diya
",dead box signs life responding presssing left keyyyyyyyyno hr bp saturationnot respiratory movement putting ventilatori mean even charging bodyfaceed problem disheartening amazon india sorrry diwali ka diwala nikal diya,0,0,0
